"Time","avg(process_cpu_seconds_total)/1000"
2023-05-01 19:28:00,1.96
2023-05-01 19:28:05,1.96
2023-05-01 19:28:10,1.96
2023-05-01 19:28:15,1.96
2023-05-01 19:28:20,1.97
2023-05-01 19:28:25,1.97
2023-05-01 19:28:30,1.97
2023-05-01 19:28:35,1.97
2023-05-01 19:28:40,1.97
2023-05-01 19:28:45,1.97
2023-05-01 19:28:50,1.98
2023-05-01 19:28:55,1.98
2023-05-01 19:29:00,1.98
2023-05-01 19:29:05,1.98
2023-05-01 19:29:10,1.98
2023-05-01 19:29:15,1.99
2023-05-01 19:29:20,1.99
2023-05-01 19:29:25,1.99
2023-05-01 19:29:30,1.99
2023-05-01 19:29:35,1.99
2023-05-01 19:29:40,1.99
2023-05-01 19:29:45,2.00
2023-05-01 19:29:50,2.00
2023-05-01 19:29:55,2.00
2023-05-01 19:30:00,2.00
2023-05-01 19:30:05,2.00
2023-05-01 19:30:10,2.00
2023-05-01 19:30:15,2.01
2023-05-01 19:30:20,2.01
2023-05-01 19:30:25,2.01
2023-05-01 19:30:30,2.01
2023-05-01 19:30:35,2.01
2023-05-01 19:30:40,2.01
2023-05-01 19:30:45,2.02
2023-05-01 19:30:50,2.02
2023-05-01 19:30:55,2.02
2023-05-01 19:31:00,2.02
2023-05-01 19:31:05,2.02
2023-05-01 19:31:10,2.03
2023-05-01 19:31:15,2.03
2023-05-01 19:31:20,2.03
2023-05-01 19:31:25,2.03
2023-05-01 19:31:30,2.03
2023-05-01 19:31:35,2.03
2023-05-01 19:31:40,2.04
2023-05-01 19:31:45,2.04
2023-05-01 19:31:50,2.04
2023-05-01 19:31:55,2.04
2023-05-01 19:32:00,2.04
2023-05-01 19:32:05,2.04
2023-05-01 19:32:10,2.05
2023-05-01 19:32:15,2.05
2023-05-01 19:32:20,2.05
2023-05-01 19:32:25,2.05
2023-05-01 19:32:30,2.05
2023-05-01 19:32:35,2.05
2023-05-01 19:32:40,2.06
2023-05-01 19:32:45,2.06
2023-05-01 19:32:50,2.06
2023-05-01 19:32:55,2.06
2023-05-01 19:33:00,2.06
2023-05-01 19:33:05,2.07
2023-05-01 19:33:10,2.07
2023-05-01 19:33:15,2.07
2023-05-01 19:33:20,2.07
2023-05-01 19:33:25,2.07
2023-05-01 19:33:30,2.07
2023-05-01 19:33:35,2.08
2023-05-01 19:33:40,2.08
2023-05-01 19:33:45,2.08
2023-05-01 19:33:50,2.08
2023-05-01 19:33:55,2.08
2023-05-01 19:34:00,2.08
2023-05-01 19:34:05,2.09
2023-05-01 19:34:10,2.09
2023-05-01 19:34:15,2.09
2023-05-01 19:34:20,2.09
2023-05-01 19:34:25,2.09
2023-05-01 19:34:30,2.10
2023-05-01 19:34:35,2.10
2023-05-01 19:34:40,2.10
2023-05-01 19:34:45,2.10
2023-05-01 19:34:50,2.10
2023-05-01 19:34:55,2.10
2023-05-01 19:35:00,2.11
2023-05-01 19:35:05,2.11
2023-05-01 19:35:10,2.11
2023-05-01 19:35:15,2.11
2023-05-01 19:35:20,2.11
2023-05-01 19:35:25,2.11
2023-05-01 19:35:30,2.12
2023-05-01 19:35:35,2.12
2023-05-01 19:35:40,2.12
2023-05-01 19:35:45,2.12
2023-05-01 19:35:50,2.12
2023-05-01 19:35:55,2.13
2023-05-01 19:36:00,2.13
2023-05-01 19:36:05,2.13
2023-05-01 19:36:10,2.13
2023-05-01 19:36:15,2.13
2023-05-01 19:36:20,2.13
2023-05-01 19:36:25,2.14
2023-05-01 19:36:30,2.14
2023-05-01 19:36:35,2.14
2023-05-01 19:36:40,2.14
2023-05-01 19:36:45,2.14
2023-05-01 19:36:50,2.14
2023-05-01 19:36:55,2.15
2023-05-01 19:37:00,2.15
2023-05-01 19:37:05,2.15
2023-05-01 19:37:10,2.15
2023-05-01 19:37:15,2.15
2023-05-01 19:37:20,2.15
