"Time","avg(process_cpu_seconds_total)/1000"
2023-05-01 19:06:00,1.34
2023-05-01 19:06:05,1.34
2023-05-01 19:06:10,1.35
2023-05-01 19:06:15,1.35
2023-05-01 19:06:20,1.35
2023-05-01 19:06:25,1.36
2023-05-01 19:06:30,1.36
2023-05-01 19:06:35,1.36
2023-05-01 19:06:40,1.37
2023-05-01 19:06:45,1.37
2023-05-01 19:06:50,1.37
2023-05-01 19:06:55,1.38
2023-05-01 19:07:00,1.38
2023-05-01 19:07:05,1.38
2023-05-01 19:07:10,1.38
2023-05-01 19:07:15,1.39
2023-05-01 19:07:20,1.39
2023-05-01 19:07:25,1.39
2023-05-01 19:07:30,1.40
2023-05-01 19:07:35,1.40
2023-05-01 19:07:40,1.41
2023-05-01 19:07:45,1.41
2023-05-01 19:07:50,1.41
2023-05-01 19:07:55,1.41
2023-05-01 19:08:00,1.42
2023-05-01 19:08:05,1.42
2023-05-01 19:08:10,1.42
2023-05-01 19:08:15,1.43
2023-05-01 19:08:20,1.43
2023-05-01 19:08:25,1.43
2023-05-01 19:08:30,1.44
2023-05-01 19:08:35,1.44
2023-05-01 19:08:40,1.44
2023-05-01 19:08:45,1.45
2023-05-01 19:08:50,1.45
2023-05-01 19:08:55,1.45
2023-05-01 19:09:00,1.46
2023-05-01 19:09:05,1.46
2023-05-01 19:09:10,1.46
2023-05-01 19:09:15,1.47
2023-05-01 19:09:20,1.47
2023-05-01 19:09:25,1.47
2023-05-01 19:09:30,1.48
2023-05-01 19:09:35,1.48
2023-05-01 19:09:40,1.48
2023-05-01 19:09:45,1.49
2023-05-01 19:09:50,1.49
2023-05-01 19:09:55,1.49
2023-05-01 19:10:00,1.50
2023-05-01 19:10:05,1.50
2023-05-01 19:10:10,1.50
2023-05-01 19:10:15,1.51
2023-05-01 19:10:20,1.51
2023-05-01 19:10:25,1.51
2023-05-01 19:10:30,1.52
2023-05-01 19:10:35,1.52
2023-05-01 19:10:40,1.52
2023-05-01 19:10:45,1.53
2023-05-01 19:10:50,1.53
2023-05-01 19:10:55,1.53
2023-05-01 19:11:00,1.54
2023-05-01 19:11:05,1.54
2023-05-01 19:11:10,1.54
2023-05-01 19:11:15,1.55
2023-05-01 19:11:20,1.55
2023-05-01 19:11:25,1.55
2023-05-01 19:11:30,1.56
2023-05-01 19:11:35,1.56
2023-05-01 19:11:40,1.56
2023-05-01 19:11:45,1.56
2023-05-01 19:11:50,1.57
2023-05-01 19:11:55,1.57
2023-05-01 19:12:00,1.57
2023-05-01 19:12:05,1.58
2023-05-01 19:12:10,1.58
2023-05-01 19:12:15,1.58
2023-05-01 19:12:20,1.59
2023-05-01 19:12:25,1.59
2023-05-01 19:12:30,1.59
2023-05-01 19:12:35,1.60
2023-05-01 19:12:40,1.60
2023-05-01 19:12:45,1.60
2023-05-01 19:12:50,1.61
2023-05-01 19:12:55,1.61
2023-05-01 19:13:00,1.61
2023-05-01 19:13:05,1.62
2023-05-01 19:13:10,1.62
2023-05-01 19:13:15,1.62
2023-05-01 19:13:20,1.63
2023-05-01 19:13:25,1.63
2023-05-01 19:13:30,1.63
2023-05-01 19:13:35,1.64
2023-05-01 19:13:40,1.64
2023-05-01 19:13:45,1.64
2023-05-01 19:13:50,1.65
2023-05-01 19:13:55,1.65
2023-05-01 19:14:00,1.65
2023-05-01 19:14:05,1.66
2023-05-01 19:14:10,1.66
2023-05-01 19:14:15,1.66
2023-05-01 19:14:20,1.67
2023-05-01 19:14:25,1.67
2023-05-01 19:14:30,1.67
2023-05-01 19:14:35,1.68
2023-05-01 19:14:40,1.68
2023-05-01 19:14:45,1.68
2023-05-01 19:14:50,1.69
2023-05-01 19:14:55,1.69
2023-05-01 19:15:00,1.69
2023-05-01 19:15:05,1.70
2023-05-01 19:15:10,1.70
2023-05-01 19:15:15,1.70
2023-05-01 19:15:20,1.71
2023-05-01 19:15:25,1.71
2023-05-01 19:15:30,1.71
2023-05-01 19:15:35,1.72
2023-05-01 19:15:40,1.72
2023-05-01 19:15:45,1.72
2023-05-01 19:15:50,1.73
2023-05-01 19:15:55,1.73
2023-05-01 19:16:00,1.73
2023-05-01 19:16:05,1.74
2023-05-01 19:16:10,1.74
2023-05-01 19:16:15,1.74
2023-05-01 19:16:20,1.75
2023-05-01 19:16:25,1.75
2023-05-01 19:16:30,1.75
2023-05-01 19:16:35,1.76
2023-05-01 19:16:40,1.76
2023-05-01 19:16:45,1.76
2023-05-01 19:16:50,1.77
2023-05-01 19:16:55,1.77
2023-05-01 19:17:00,1.77
2023-05-01 19:17:05,1.78
2023-05-01 19:17:10,1.78
2023-05-01 19:17:15,1.78
2023-05-01 19:17:20,1.79
2023-05-01 19:17:25,1.79
2023-05-01 19:17:30,1.79
2023-05-01 19:17:35,1.80
2023-05-01 19:17:40,1.80
2023-05-01 19:17:45,1.80
2023-05-01 19:17:50,1.81
2023-05-01 19:17:55,1.81
2023-05-01 19:18:00,1.81
2023-05-01 19:18:05,1.82
2023-05-01 19:18:10,1.82
2023-05-01 19:18:15,1.82
2023-05-01 19:18:20,1.83
2023-05-01 19:18:25,1.83
2023-05-01 19:18:30,1.83
2023-05-01 19:18:35,1.84
2023-05-01 19:18:40,1.84
2023-05-01 19:18:45,1.84
2023-05-01 19:18:50,1.85
2023-05-01 19:18:55,1.85
2023-05-01 19:19:00,1.85
2023-05-01 19:19:05,1.86
2023-05-01 19:19:10,1.86
2023-05-01 19:19:15,1.86
