"Time","avg(process_cpu_seconds_total)/1000"
2023-05-01 18:40:00,0.0749
2023-05-01 18:40:05,0.0813
2023-05-01 18:40:10,0.0881
2023-05-01 18:40:15,0.0946
2023-05-01 18:40:20,0.101
2023-05-01 18:40:25,0.108
2023-05-01 18:40:30,0.114
2023-05-01 18:40:35,0.120
2023-05-01 18:40:40,0.127
2023-05-01 18:40:45,0.134
2023-05-01 18:40:50,0.140
2023-05-01 18:40:55,0.147
2023-05-01 18:41:00,0.154
2023-05-01 18:41:05,0.161
2023-05-01 18:41:10,0.167
2023-05-01 18:41:15,0.174
2023-05-01 18:41:20,0.181
2023-05-01 18:41:25,0.188
2023-05-01 18:41:30,0.194
2023-05-01 18:41:35,0.201
2023-05-01 18:41:40,0.208
2023-05-01 18:41:45,0.215
2023-05-01 18:41:50,0.221
2023-05-01 18:41:55,0.228
2023-05-01 18:42:00,0.235
2023-05-01 18:42:05,0.242
2023-05-01 18:42:10,0.249
2023-05-01 18:42:15,0.255
2023-05-01 18:42:20,0.262
2023-05-01 18:42:25,0.269
2023-05-01 18:42:30,0.276
2023-05-01 18:42:35,0.283
2023-05-01 18:42:40,0.290
2023-05-01 18:42:45,0.296
2023-05-01 18:42:50,0.303
2023-05-01 18:42:55,0.310
2023-05-01 18:43:00,0.317
2023-05-01 18:43:05,0.324
2023-05-01 18:43:10,0.330
2023-05-01 18:43:15,0.337
2023-05-01 18:43:20,0.344
2023-05-01 18:43:25,0.350
2023-05-01 18:43:30,0.357
2023-05-01 18:43:35,0.364
2023-05-01 18:43:40,0.370
2023-05-01 18:43:45,0.377
2023-05-01 18:43:50,0.384
2023-05-01 18:43:55,0.391
2023-05-01 18:44:00,0.398
2023-05-01 18:44:05,0.404
2023-05-01 18:44:10,0.411
2023-05-01 18:44:15,0.418
2023-05-01 18:44:20,0.424
2023-05-01 18:44:25,0.431
2023-05-01 18:44:30,0.437
2023-05-01 18:44:35,0.444
2023-05-01 18:44:40,0.450
2023-05-01 18:44:45,0.456
2023-05-01 18:44:50,0.463
2023-05-01 18:44:55,0.470
2023-05-01 18:45:00,0.476
2023-05-01 18:45:05,0.483
2023-05-01 18:45:10,0.489
2023-05-01 18:45:15,0.496
2023-05-01 18:45:20,0.503
2023-05-01 18:45:25,0.509
2023-05-01 18:45:30,0.516
2023-05-01 18:45:35,0.522
2023-05-01 18:45:40,0.529
2023-05-01 18:45:45,0.536
2023-05-01 18:45:50,0.542
2023-05-01 18:45:55,0.549
2023-05-01 18:46:00,0.556
2023-05-01 18:46:05,0.563
2023-05-01 18:46:10,0.569
2023-05-01 18:46:15,0.576
2023-05-01 18:46:20,0.583
2023-05-01 18:46:25,0.590
2023-05-01 18:46:30,0.596
2023-05-01 18:46:35,0.603
2023-05-01 18:46:40,0.610
2023-05-01 18:46:45,0.617
2023-05-01 18:46:50,0.623
2023-05-01 18:46:55,0.630
2023-05-01 18:47:00,0.637
2023-05-01 18:47:05,0.643
2023-05-01 18:47:10,0.650
2023-05-01 18:47:15,0.657
2023-05-01 18:47:20,0.664
2023-05-01 18:47:25,0.671
2023-05-01 18:47:30,0.677
2023-05-01 18:47:35,0.684
2023-05-01 18:47:40,0.691
2023-05-01 18:47:45,0.698
2023-05-01 18:47:50,0.704
2023-05-01 18:47:55,0.711
2023-05-01 18:48:00,0.718
2023-05-01 18:48:05,0.724
2023-05-01 18:48:10,0.731
2023-05-01 18:48:15,0.738
2023-05-01 18:48:20,0.744
2023-05-01 18:48:25,0.751
2023-05-01 18:48:30,0.757
2023-05-01 18:48:35,0.764
2023-05-01 18:48:40,0.770
2023-05-01 18:48:45,0.777
2023-05-01 18:48:50,0.783
2023-05-01 18:48:55,0.790
2023-05-01 18:49:00,0.797
2023-05-01 18:49:05,0.803
2023-05-01 18:49:10,0.809
2023-05-01 18:49:15,0.816
2023-05-01 18:49:20,0.822
2023-05-01 18:49:25,0.828
2023-05-01 18:49:30,0.834
2023-05-01 18:49:35,0.841
2023-05-01 18:49:40,0.848
2023-05-01 18:49:45,0.854
2023-05-01 18:49:50,0.860
2023-05-01 18:49:55,0.867
2023-05-01 18:50:00,0.873
2023-05-01 18:50:05,0.880
2023-05-01 18:50:10,0.886
2023-05-01 18:50:15,0.893
2023-05-01 18:50:20,0.900
2023-05-01 18:50:25,0.906
2023-05-01 18:50:30,0.913
2023-05-01 18:50:35,0.919
2023-05-01 18:50:40,0.925
2023-05-01 18:50:45,0.932
2023-05-01 18:50:50,0.937
2023-05-01 18:50:55,0.944
2023-05-01 18:51:00,0.950
2023-05-01 18:51:05,0.957
2023-05-01 18:51:10,0.964
2023-05-01 18:51:15,0.970
2023-05-01 18:51:20,0.976
2023-05-01 18:51:25,0.982
2023-05-01 18:51:30,0.989
2023-05-01 18:51:35,0.995
2023-05-01 18:51:40,1.00
2023-05-01 18:51:45,1.01
2023-05-01 18:51:50,1.02
2023-05-01 18:51:55,1.02
2023-05-01 18:52:00,1.03
2023-05-01 18:52:05,1.04
2023-05-01 18:52:10,1.04
2023-05-01 18:52:15,1.05
2023-05-01 18:52:20,1.06
2023-05-01 18:52:25,1.06
2023-05-01 18:52:30,1.07
2023-05-01 18:52:35,1.08
2023-05-01 18:52:40,1.08
2023-05-01 18:52:45,1.09
2023-05-01 18:52:50,1.10
2023-05-01 18:52:55,1.10
2023-05-01 18:53:00,1.11
2023-05-01 18:53:05,1.12
2023-05-01 18:53:10,1.12
2023-05-01 18:53:15,1.13
2023-05-01 18:53:20,1.14
2023-05-01 18:53:25,1.14
2023-05-01 18:53:30,1.15
2023-05-01 18:53:35,1.16
2023-05-01 18:53:40,1.16
2023-05-01 18:53:45,1.17
2023-05-01 18:53:50,1.18
2023-05-01 18:53:55,1.18
2023-05-01 18:54:00,1.19
2023-05-01 18:54:05,1.20
2023-05-01 18:54:10,1.20
2023-05-01 18:54:15,1.21
2023-05-01 18:54:20,1.22
2023-05-01 18:54:25,1.22
2023-05-01 18:54:30,1.23
2023-05-01 18:54:35,1.24
2023-05-01 18:54:40,1.24
2023-05-01 18:54:45,1.25
2023-05-01 18:54:50,1.26
2023-05-01 18:54:55,1.26
2023-05-01 18:55:00,1.27
2023-05-01 18:55:05,1.28
2023-05-01 18:55:10,1.28
2023-05-01 18:55:15,1.29
2023-05-01 18:55:20,1.30
2023-05-01 18:55:25,1.30
2023-05-01 18:55:30,1.30
2023-05-01 18:55:35,1.30
